G_1|66:1:8
G_1|66:21:6
G_1|66:22:13
G_10|40:1:13
G_100|47:8:20
G_1000|42:22:41
G_1001|44:27:28
G_1003|40:1:5
G_1003|42:3:32
G_1004|61:2:22
G_1005|42:13:29
G_1005|66:21:13
G_1006|40:8:30
G_1006|40:8:33
G_1006|41:5:11
G_1006|41:5:14
G_1006|42:15:15
G_1006|42:8:32
G_1006|42:8:34
G_1006|43:21:15
G_1006|43:21:17
G_1008|58:6:7
G_1009|66:14:18
G_101|40:17:20
G_101|42:1:37
G_1010|41:15:43
G_1010|42:23:50
G_1011|42:14:31
G_1011|43:11:53
G_1011|44:27:39
G_1011|47:1:17
G_1012|42:23:51
G_1012|42:7:30
G_1012|44:13:36
G_1012|44:20:27
G_1012|44:27:12
G_1012|44:27:42
G_1012|44:2:23
G_1012|44:4:28
G_1012|44:5:38
G_1012|46:4:5
G_1012|49:1:11
G_1012|58:6:17
G_1013|44:27:43
G_1013|45:9:19
G_1013|60:4:3
G_1014|40:11:27
G_1014|40:1:19
G_1014|41:15:15
G_1014|42:10:22
G_1014|42:22:42
G_1014|43:18:39
G_1014|44:12:4
G_1014|44:15:37
G_1014|44:17:20
G_1014|44:18:15
G_1014|44:19:30
G_1014|44:22:30
G_1014|44:25:20
G_1014|44:25:22
G_1014|44:27:43
G_1014|44:28:18
G_1014|44:5:28
G_1014|44:5:33
G_1014|46:12:11
G_1014|47:1:15
G_1014|47:1:17
G_1014|50:1:12
G_1014|54:6:9
G_1014|56:3:8
G_1014|57:1:13
G_1014|58:6:17
G_1014|59:3:4
G_1014|59:4:4
G_1014|61:3:9
G_1014|63:1:12
G_1014|64:1:10
G_1014|65:1:5
G_1015|42:23:30
G_1015|42:3:5
G_1016|42:13:15
G_1016|42:14:19
G_1016|42:14:5
G_1016|43:2:14
G_1016|43:2:15
G_1016|46:9:9
G_1016|54:5:18
G_1017|46:9:24
G_1017|50:3:14
G_1018|51:3:15
G_1019|54:3:15
G_1019|61:3:9
G_102|40:19:26
G_102|41:10:27
G_102|42:18:27
G_102|44:14:8
G_102|45:15:1
G_102|45:8:3
G_102|58:11:6
G_102|58:6:18
G_1020|44:27:7
G_1021|42:24:25
G_1021|59:1:19
G_1022|61:3:9
G_1023|42:1:51
G_1023|43:12:38
G_1023|44:13:17
G_1024|42:22:58
G_1024|43:6:7
G_1024|44:27:28
G_1024|44:5:34
G_1024|58:13:22
G_1024|58:2:7
G_1024|58:2:9
G_1025|42:18:15
G_1025|42:1:41
G_1025|42:1:44
G_1025|42:2:12
G_1025|42:2:16
G_1025|44:7:19
G_1025|55:3:15
G_1025|60:2:2
G_1026|40:5:45
G_1026|42:17:29
G_1026|42:7:38
G_1026|42:7:44
G_1026|59:5:17
G_1026|66:11:6
G_1027|41:3:17
G_1027|43:12:29
G_1027|66:10:3
G_1027|66:10:4
G_1027|66:11:19
G_1027|66:14:2
G_1027|66:16:18
G_1027|66:19:6
G_1027|66:4:5
G_1027|66:6:1
G_1027|66:8:5
G_1028|40:7:25
G_1028|40:7:27
G_1029|46:7:35
G_103|49:5:19
G_103|51:3:16
G_103|66:14:3
G_103|66:15:3
G_103|66:5:9
G_1030|40:13:42
G_1030|40:13:50
G_1030|40:22:13
G_1030|40:24:51
G_1030|40:25:30
G_1030|40:8:12
G_1030|42:13:28
G_1031|44:7:54
G_1032|59:3:11
G_1033|40:14:15
G_1033|41:7:19
G_1033|42:3:11
G_1033|42:9:13
G_1033|43:4:34
G_1033|45:14:15
G_1033|45:14:20
G_1033|46:10:3
G_1033|46:3:2
G_1033|46:6:13
G_1033|46:8:13
G_1033|54:4:3
G_1033|58:13:9
G_1033|58:9:10
G_1034|42:24:41
G_1035|40:6:19
G_1035|40:6:20
G_1035|43:4:32
G_1035|43:6:27
G_1035|43:6:55
G_1035|45:14:17
G_1035|46:8:4
G_1035|47:9:10
G_1035|51:2:16
G_1035|58:12:16
G_1036|42:5:7
G_1036|54:6:9
G_1037|47:11:25
G_1038|44:10:32
G_1038|44:10:6
G_1038|44:9:43
G_1039|66:18:12
G_1039|66:18:16
G_1039|66:19:14
G_1039|66:19:8
G_104|44:7:51
G_104|47:6:10
G_104|56:1:12
G_104|58:3:10
G_104|60:3:15
G_104|61:1:12
G_1040|42:16:19
G_1041|44:17:23
G_1042|43:19:13
G_1043|42:1:19
G_1043|42:1:26
G_1044|55:2:17
G_1045|66:7:5
G_1046|40:8:28
G_1047|44:8:27
G_1048|44:8:26
G_1049|41:12:41
G_1049|41:12:43
G_1049|42:21:1
G_1049|43:8:20
G_105|40:24:28
G_105|42:17:37
G_105|66:12:14
G_105|66:4:7
G_105|66:8:13
G_1050|44:19:29
G_1050|44:20:4
G_1050|45:16:23
G_1050|46:1:14
G_1050|64:1:1
G_1051|46:9:7
G_1051|58:5:12
G_1051|58:5:13
G_1051|60:2:2
G_1052|48:3:1
G_1053|46:16:1
G_1053|48:1:2
G_1053|55:4:10
G_1053|60:1:1
G_1054|44:16:6
G_1054|44:18:23
G_1055|40:8:26
G_1055|41:4:39
G_1055|42:8:24
G_1056|40:15:29
G_1056|40:17:22
G_1056|40:19:1
G_1056|40:21:11
G_1056|40:26:32
G_1056|40:27:55
G_1056|40:28:10
G_1056|40:28:16
G_1056|40:28:7
G_1056|40:2:22
G_1056|40:3:13
G_1056|40:4:12
G_1056|40:4:15
G_1056|40:4:18
G_1056|40:4:23
G_1056|40:4:25
G_1056|41:14:28
G_1056|41:15:41
G_1056|41:16:7
G_1056|41:1:14
G_1056|41:1:16
G_1056|41:1:28
G_1056|41:1:39
G_1056|41:1:9
G_1056|41:3:7
G_1056|41:6:21
G_1056|41:7:31
G_1056|41:9:30
G_1056|42:17:11
G_1056|42:1:26
G_1056|42:23:49
G_1056|42:23:5
G_1056|42:23:55
G_1056|42:24:6
G_1056|42:2:39
G_1056|42:2:4
G_1056|42:3:1
G_1056|42:4:14
G_1056|42:4:31
G_1056|42:5:17
G_1056|42:8:26
G_1056|43:12:21
G_1056|43:1:43
G_1056|43:21:2
G_1056|43:2:1
G_1056|43:2:11
G_1056|43:4:3
G_1056|43:4:43
G_1056|43:4:45
G_1056|43:4:46
G_1056|43:4:47
G_1056|43:4:54
G_1056|43:6:1
G_1056|43:7:1
G_1056|43:7:41
G_1056|43:7:52
G_1056|43:7:9
G_1056|44:10:37
G_1056|44:13:31
G_1056|44:9:31
G_1057|40:26:69
G_1057|41:14:70
G_1057|42:13:1
G_1057|42:13:2
G_1057|42:22:59
G_1057|42:23:6
G_1057|43:4:45
G_1057|44:1:11
G_1057|44:2:7
G_1057|44:5:37
G_1058|44:18:14
G_1058|44:18:17
G_1059|44:22:3
G_1059|44:5:34
G_106|40:26:17
G_106|41:14:1
G_106|41:14:12
G_106|42:22:1
G_106|42:22:7
G_106|44:12:3
G_106|44:20:6
G_106|46:5:7
G_106|46:5:8
G_1060|40:19:10
G_1060|40:19:9
G_1060|40:22:25
G_1060|40:22:30
G_1060|40:24:38
G_1060|40:5:32
G_1060|41:10:11
G_1060|41:10:12
G_1060|41:12:25
G_1060|41:6:17
G_1060|42:14:20
G_1060|42:16:18
G_1060|42:17:27
G_1060|42:20:34
G_1060|42:20:35
G_1060|46:7:10
G_1060|46:7:28
G_1060|46:7:33
G_1060|46:7:34
G_1060|46:7:36
G_1060|46:7:39
G_1060|46:7:9
G_1060|54:4:3
G_1060|54:5:11
G_1060|54:5:14
G_1061|40:22:30
G_1061|40:24:38
G_1061|41:12:25
G_1061|42:17:27
G_1061|42:20:34
G_1061|42:20:35
G_1061|46:7:38
G_1062|40:22:11
G_1062|40:22:12
G_1062|40:22:2
G_1062|40:22:3
G_1062|40:22:4
G_1062|40:22:8
G_1062|40:22:9
G_1062|40:25:10
G_1062|42:12:36
G_1062|42:14:8
G_1062|43:2:1
G_1062|43:2:2
G_1062|58:13:4
G_1062|66:19:7
G_1062|66:19:9
G_1063|40:10:10
G_1063|40:10:17
G_1063|40:10:19
G_1063|40:10:20
G_1063|40:10:23
G_1063|40:10:26
G_1063|40:10:35
G_1063|40:11:13
G_1063|40:11:18
G_1063|40:11:30
G_1063|40:12:33
G_1063|40:12:34
G_1063|40:12:37
G_1063|40:12:40
G_1063|40:12:50
G_1063|40:12:8
G_1063|40:13:12
G_1063|40:13:15
G_1063|40:13:17
G_1063|40:14:24
G_1063|40:14:3
G_1063|40:14:4
G_1063|40:15:19
G_1063|40:15:2
G_1063|40:15:27
G_1063|40:15:4
G_1063|40:16:2
G_1063|40:16:25
G_1063|40:16:26
G_1063|40:16:27
G_1063|40:16:3
G_1063|40:17:15
G_1063|40:17:20
G_1063|40:18:10
G_1063|40:18:20
G_1063|40:18:7
G_1063|40:19:12
G_1063|40:19:14
G_1063|40:19:22
G_1063|40:1:20
G_1063|40:1:21
G_1063|40:20:1
G_1063|40:21:26
G_1063|40:21:32
G_1063|40:22:14
G_1063|40:22:16
G_1063|40:22:28
G_1063|40:22:30
G_1063|40:23:13
G_1063|40:23:17
G_1063|40:23:19
G_1063|40:23:3
G_1063|40:23:39
G_1063|40:23:5
G_1063|40:23:8
G_1063|40:23:9
G_1063|40:24:21
G_1063|40:24:24
G_1063|40:24:27
G_1063|40:24:37
G_1063|40:24:38
G_1063|40:24:5
G_1063|40:24:6
G_1063|40:24:7
G_1063|40:25:14
G_1063|40:25:29
G_1063|40:25:3
G_1063|40:25:35
G_1063|40:25:42
G_1063|40:26:10
G_1063|40:26:11
G_1063|40:26:12
G_1063|40:26:28
G_1063|40:26:31
G_1063|40:26:43
G_1063|40:26:52
G_1063|40:26:73
G_1063|40:26:9
G_1063|40:27:18
G_1063|40:27:19
G_1063|40:27:23
G_1063|40:27:43
G_1063|40:28:2
G_1063|40:28:5
G_1063|40:28:6
G_1063|40:2:13
G_1063|40:2:2
G_1063|40:2:20
G_1063|40:2:5
G_1063|40:2:6
G_1063|40:3:15
G_1063|40:3:2
G_1063|40:3:3
G_1063|40:3:9
G_1063|40:4:10
G_1063|40:4:17
G_1063|40:4:18
G_1063|40:4:6
G_1063|40:5:12
G_1063|40:5:18
G_1063|40:5:20
G_1063|40:5:29
G_1063|40:5:30
G_1063|40:5:46
G_1063|40:6:14
G_1063|40:6:16
G_1063|40:6:21
G_1063|40:6:24
G_1063|40:6:32
G_1063|40:6:34
G_1063|40:6:7
G_1063|40:6:8
G_1063|40:7:12
G_1063|40:7:2
G_1063|40:7:25
G_1063|40:7:29
G_1063|40:7:8
G_1063|40:8:9
G_1063|40:9:13
G_1063|40:9:16
G_1063|40:9:21
G_1063|40:9:24
G_1063|40:9:5
G_1063|41:10:14
G_1063|41:10:22
G_1063|41:10:27
G_1063|41:10:45
G_1063|41:11:13
G_1063|41:11:18
G_1063|41:11:32
G_1063|41:12:12
G_1063|41:12:14
G_1063|41:12:23
G_1063|41:12:25
G_1063|41:12:44
G_1063|41:13:11
G_1063|41:13:19
G_1063|41:13:22
G_1063|41:13:33
G_1063|41:13:35
G_1063|41:13:8
G_1063|41:14:2
G_1063|41:14:40
G_1063|41:14:5
G_1063|41:14:56
G_1063|41:14:7
G_1063|41:14:70
G_1063|41:15:10
G_1063|41:15:14
G_1063|41:16:4
G_1063|41:16:8
G_1063|41:1:16
G_1063|41:1:22
G_1063|41:1:38
G_1063|41:2:15
G_1063|41:3:10
G_1063|41:3:21
G_1063|41:4:22
G_1063|41:4:25
G_1063|41:5:28
G_1063|41:5:42
G_1063|41:5:8
G_1063|41:6:14
G_1063|41:6:17
G_1063|41:6:18
G_1063|41:6:20
G_1063|41:6:31
G_1063|41:6:48
G_1063|41:6:50
G_1063|41:6:52
G_1063|41:7:10
G_1063|41:7:21
G_1063|41:7:27
G_1063|41:7:3
G_1063|41:8:35
G_1063|41:8:36
G_1063|41:8:37
G_1063|41:8:38
G_1063|41:9:31
G_1063|41:9:34
G_1063|41:9:39
G_1063|41:9:40
G_1063|41:9:41
G_1063|41:9:49
G_1063|41:9:6
G_1063|42:10:24
G_1063|42:10:42
G_1063|42:10:7
G_1063|42:11:10
G_1063|42:11:30
G_1063|42:11:4
G_1063|42:12:12
G_1063|42:12:23
G_1063|42:12:30
G_1063|42:12:34
G_1063|42:12:52
G_1063|42:12:58
G_1063|42:14:14
G_1063|42:14:24
G_1063|42:14:28
G_1063|42:16:13
G_1063|42:16:2
G_1063|42:16:28
G_1063|42:17:21
G_1063|42:17:24
G_1063|42:18:16
G_1063|42:18:23
G_1063|42:18:25
G_1063|42:18:32
G_1063|42:19:10
G_1063|42:19:21
G_1063|42:19:48
G_1063|42:19:5
G_1063|42:1:15
G_1063|42:1:18
G_1063|42:1:30
G_1063|42:1:44
G_1063|42:1:48
G_1063|42:1:66
G_1063|42:1:76
G_1063|42:20:19
G_1063|42:20:33
G_1063|42:20:36
G_1063|42:20:38
G_1063|42:20:40
G_1063|42:20:42
G_1063|42:20:6
G_1063|42:21:15
G_1063|42:21:23
G_1063|42:21:26
G_1063|42:21:35
G_1063|42:21:4
G_1063|42:21:8
G_1063|42:21:9
G_1063|42:22:16
G_1063|42:22:18
G_1063|42:22:2
G_1063|42:22:27
G_1063|42:22:37
G_1063|42:22:59
G_1063|42:22:71
G_1063|42:23:12
G_1063|42:23:15
G_1063|42:23:22
G_1063|42:23:34
G_1063|42:23:41
G_1063|42:23:8
G_1063|42:2:10
G_1063|42:3:8
G_1063|42:4:10
G_1063|42:5:39
G_1063|42:5:9
G_1063|42:6:23
G_1063|42:6:26
G_1063|42:6:32
G_1063|42:6:33
G_1063|42:6:38
G_1063|42:6:43
G_1063|42:6:44
G_1063|42:6:45
G_1063|42:7:33
G_1063|42:7:5
G_1063|42:7:6
G_1063|42:7:8
G_1063|42:8:17
G_1063|42:8:18
G_1063|42:8:29
G_1063|42:8:40
G_1063|42:8:46
G_1063|42:8:52
G_1063|42:9:14
G_1063|42:9:24
G_1063|42:9:25
G_1063|42:9:26
G_1063|42:9:44
G_1063|42:9:48
G_1063|42:9:50
G_1063|43:11:39
G_1063|43:12:43
G_1063|43:12:47
G_1063|43:12:8
G_1063|43:13:11
G_1063|43:13:13
G_1063|43:13:15
G_1063|43:13:29
G_1063|43:14:30
G_1063|43:16:13
G_1063|43:16:27
G_1063|43:16:7
G_1063|43:18:13
G_1063|43:19:31
G_1063|43:19:36
G_1063|43:19:6
G_1063|43:20:17
G_1063|43:20:9
G_1063|43:21:7
G_1063|43:21:8
G_1063|43:2:25
G_1063|43:3:16
G_1063|43:3:17
G_1063|43:3:19
G_1063|43:3:2
G_1063|43:3:20
G_1063|43:3:24
G_1063|43:3:34
G_1063|43:4:18
G_1063|43:4:23
G_1063|43:4:37
G_1063|43:4:42
G_1063|43:4:44
G_1063|43:4:45
G_1063|43:4:47
